month,category,region,sku,product_name,qty,amount,cost,margin
2026-09,Dry,ภาคอีสาน,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,245,176400,156800,19600
2026-09,Dry,ภาคใต้,DR-3001,ข้าวหอมมะลิ 15 กก.,245,169050,144550,24500
2026-09,Dry,ภาคใต้,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,204,146880,130560,16320
2026-09,Beverage,กรุงเทพ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,4958,322270,237984,84286
2026-09,Beverage,กรุงเทพ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,791,245210,207242,37968
2026-09,Beverage,ภาคกลาง,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1886,122590,90528,32062
2026-09,Beverage,ภาคกลาง,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,387,119970,101394,18576
2026-09,Beverage,ภาคตะวันออก,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1592,103480,76416,27064
2026-09,Beverage,ภาคตะวันออก,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,354,109740,92748,16992
2026-09,Beverage,ภาคเหนือ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1124,73060,53952,19108
2026-09,Beverage,ภาคเหนือ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,274,84940,71788,13152
2026-09,Beverage,ภาคอีสาน,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1087,70655,52176,18479
2026-09,Beverage,ภาคอีสาน,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,294,91140,77028,14112
2026-09,Beverage,ภาคใต้,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1600,104000,76800,27200
2026-09,Beverage,ภาคใต้,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,239,74090,62618,11472
2026-09,Packaging,กรุงเทพ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,1048,188640,138336,50304
2026-09,Packaging,กรุงเทพ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,2234,212230,147444,64786
2026-09,Packaging,ภาคกลาง,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,411,73980,54252,19728
2026-09,Packaging,ภาคกลาง,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,689,65455,45474,19981
2026-09,Packaging,ภาคตะวันออก,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,416,74880,54912,19968
2026-09,Packaging,ภาคตะวันออก,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,740,70300,48840,21460
2026-09,Packaging,ภาคเหนือ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,277,49860,36564,13296
2026-09,Packaging,ภาคเหนือ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,613,58235,40458,17777
2026-09,Packaging,ภาคอีสาน,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,265,47700,34980,12720
2026-09,Packaging,ภาคอีสาน,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,570,54150,37620,16530
2026-09,Packaging,ภาคใต้,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,364,65520,48048,17472
2026-09,Packaging,ภาคใต้,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,619,58805,40854,17951
